"category","sales","ship_date","product_id","city","profit","state","zipcode","row_id","region","ship_mode","order_id","segment","sub_category","order_date","quantity","discount","country","customer_name","product_name","customer_id"
"Technology","234.45","2014-02-15","TEC-AC-10001432","Chesapeake","103.158","Virginia","23320","5631","South","Standard Class","CA-2014-127614","Consumer","Accessories","2014-02-11","3","0","United States","Natalie Fritzler","Enermax Aurora Lite Keyboard","NF-18385"
"Furniture","1256.22","2014-02-15","FUR-TA-10003715","Chesapeake","75.3732","Virginia","23320","5632","South","Standard Class","CA-2014-127614","Consumer","Tables","2014-02-11","6","0","United States","Natalie Fritzler","Hon 2111 Invitation Series Corner Table","NF-18385"
"Office Supplies","17.46","2014-02-15","OFF-BI-10003291","Chesapeake","8.2062","Virginia","23320","5633","South","Standard Class","CA-2014-127614","Consumer","Binders","2014-02-11","2","0","United States","Natalie Fritzler","Wilson Jones Leather-Like Binders with DublLock Round Rings","NF-18385"
"Office Supplies","10.528","2016-09-28","OFF-BI-10004187","New York City","3.6848","New York","10009","5634","East","Second Class","CA-2016-101742","Home Office","Binders","2016-09-23","7","","United States","Clay Rozendal","3-ring staple pack","CR-12580"
"Office Supplies","152.8","2015-12-06","OFF-BI-10000666","Ann Arbor","76.4","Michigan","48104","5635","Central","First Class","CA-2015-134943","Home Office","Binders","2015-12-05","5","0","United States","Stephanie Ulpright","Surelock Post Binders","SU-20665"
"Office Supplies","82.56","2017-09-08","OFF-BI-10002225","La Mesa","28.896","California","91941","5636","West","Standard Class","CA-2017-123022","Home Office","Binders","2017-09-03","5","","United States","Sample Company A","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","SC-20050"
"Technology","284.97","2017-09-08","TEC-AC-10000474","La Mesa","85.491","California","91941","5637","West","Standard Class","CA-2017-123022","Home Office","Accessories","2017-09-03","3","0","United States","Sample Company A","Kensington Expert Mouse Optical USB Trackball for PC or Mac","SC-20050"
"Furniture","60.84","2017-04-02","FUR-FU-10004245","Dearborn","23.1192","Michigan","48126","5638","Central","Standard Class","CA-2017-113208","Corporate","Furnishings","2017-03-26","3","0","United States","Michelle Lonsdale","Career Cubicle Clock, 8 1/4"", Black","ML-18040"
"Furniture","1325.76","2014-12-27","FUR-CH-10004287","San Diego","149.148","California","92024","5639","West","Standard Class","CA-2014-154893","Consumer","Chairs","2014-12-21","6","","United States","Gary McGarr","SAFCO Arco Folding Chair","GM-14440"
"Furniture","572.16","2014-12-27","FUR-CH-10000595","San Diego","35.76","California","92024","5640","West","Standard Class","CA-2014-154893","Consumer","Chairs","2014-12-21","3","","United States","Gary McGarr","Safco Contoured Stacking Chairs","GM-14440"
"Office Supplies","28.8","2014-09-28","OFF-PA-10003063","Lakewood","10.08","Ohio","44107","5641","East","Standard Class","CA-2014-147900","Home Office","Paper","2014-09-23","9","","United States","Jim Kriz","EcoTones Memo Sheets","JK-15640"
"Office Supplies","11.12","2017-04-05","OFF-AR-10000246","Meriden","2.8912","Connecticut","6450","5642","East","First Class","CA-2017-106355","Home Office","Art","2017-04-02","4","0","United States","Alyssa Tate","Newell 318","AT-10435"
"Furniture","7.04","2016-04-05","FUR-FU-10003274","Columbus","3.0976","Georgia","31907","5643","South","Second Class","CA-2016-127985","Home Office","Furnishings","2016-04-01","4","0","United States","Daniel Byrd","Regeneration Desk Collection","DB-12910"
"Office Supplies","17.94","2015-05-20","OFF-EN-10004147","Roswell","8.7906","Georgia","30076","5644","South","Second Class","CA-2015-166604","Corporate","Envelopes","2015-05-15","3","0","United States","Anna Häberlin","Wausau Papers Astrobrights Colored Envelopes","AH-10690"
"Office Supplies","34.76","2017-03-26","OFF-BI-10002103","Seattle","11.297","Washington","98105","5645","West","First Class","CA-2017-120719","Home Office","Binders","2017-03-23","5","","United States","Sanjit Jacobs","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","SJ-20125"
"Furniture","74.45","2017-04-19","FUR-FU-10004018","Morristown","20.1015","New Jersey","7960","5646","East","Standard Class","CA-2017-127117","Corporate","Furnishings","2017-04-14","5","0","United States","Harry Marie","Tensor Computer Mounted Lamp","HM-14860"
"Furniture","192.22","2015-01-09","FUR-FU-10001473","Alexandria","69.1992","Virginia","22304","5647","South","Standard Class","CA-2015-104241","Corporate","Furnishings","2015-01-04","14","0","United States","Andrew Gjertsen","DAX Wood Document Frame","AG-10495"
"Office Supplies","19.44","2017-11-07","OFF-PA-10001800","Salt Lake City","9.3312","Utah","84106","5648","West","Standard Class","CA-2017-168179","Consumer","Paper","2017-11-02","3","0","United States","Joy Bell-","Xerox 220","JB-16000"
"Office Supplies","32.4","2017-07-19","OFF-PA-10004609","Apple Valley","15.552","California","92307","5649","West","Second Class","CA-2017-142342","Corporate","Paper","2017-07-17","5","0","United States","Anthony Johnson","Xerox 221","AJ-10795"
"Office Supplies","57.9","2017-07-19","OFF-EN-10002592","Apple Valley","28.95","California","92307","5650","West","Second Class","CA-2017-142342","Corporate","Envelopes","2017-07-17","5","0","United States","Anthony Johnson","Peel & Seel Recycled Catalog Envelopes, Brown","AJ-10795"
"Office Supplies","10.56","2017-07-19","OFF-ST-10002957","Apple Valley","0.0","California","92307","5651","West","Second Class","CA-2017-142342","Corporate","Storage","2017-07-17","2","0","United States","Anthony Johnson","Sterilite Show Offs Storage Containers","AJ-10795"
"Furniture","1194.165","2017-07-19","FUR-BO-10002613","Apple Valley","210.735","California","92307","5652","West","Second Class","CA-2017-142342","Corporate","Bookcases","2017-07-17","5","","United States","Anthony Johnson","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","AJ-10795"
"Office Supplies","40.99","2017-10-11","OFF-PA-10001033","New York City","20.0851","New York","10009","5653","East","Standard Class","CA-2017-109099","Corporate","Paper","2017-10-06","1","0","United States","Muhammed MacIntyre","Xerox 1893","MM-18280"
"Office Supplies","2.94","2014-11-11","OFF-AR-10000940","Long Beach","0.7938","California","90805","5654","West","Standard Class","US-2014-134187","Corporate","Art","2014-11-04","1","0","United States","Tiffany House","Newell 343","TH-21235"
"Office Supplies","45.24","2016-12-21","OFF-BI-10001670","Salem","-30.16","Oregon","97301","5655","West","First Class","CA-2016-145261","Home Office","Binders","2016-12-18","4","","United States","Adrian Hane","Vinyl Sectional Post Binders","AH-10120"
"Office Supplies","18.688","2016-12-21","OFF-AR-10004078","Salem","2.336","Oregon","97301","5656","West","First Class","CA-2016-145261","Home Office","Art","2016-12-18","4","","United States","Adrian Hane","Newell 312","AH-10120"
"Office Supplies","11.648","2016-12-21","OFF-PA-10003036","Salem","3.7856","Oregon","97301","5657","West","First Class","CA-2016-145261","Home Office","Paper","2016-12-18","2","","United States","Adrian Hane","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","AH-10120"
"Technology","112.776","2016-12-21","TEC-AC-10000991","Salem","-8.4582","Oregon","97301","5658","West","First Class","CA-2016-145261","Home Office","Accessories","2016-12-18","3","","United States","Adrian Hane","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","AH-10120"
"Furniture","377.45","2016-12-21","FUR-TA-10002530","Salem","-264.215","Oregon","97301","5659","West","First Class","CA-2016-145261","Home Office","Tables","2016-12-18","5","","United States","Adrian Hane","Iceberg OfficeWorks 42"" Round Tables","AH-10120"
"Office Supplies","15.936","2016-12-21","OFF-LA-10000407","Salem","5.1792","Oregon","97301","5660","West","First Class","CA-2016-145261","Home Office","Labels","2016-12-18","4","","United States","Adrian Hane","Avery White Multi-Purpose Labels","AH-10120"
"Technology","28.68","2016-12-21","TEC-PH-10004833","Salem","-7.17","Oregon","97301","5661","West","First Class","CA-2016-145261","Home Office","Phones","2016-12-18","3","","United States","Adrian Hane","Macally Suction Cup Mount","AH-10120"
"Furniture","21.44","2016-10-01","FUR-FU-10002671","Aurora","7.504","Colorado","80013","5662","West","Standard Class","CA-2016-108875","Home Office","Furnishings","2016-09-24","2","","United States","Craig Leslie","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","CL-12700"
"Office Supplies","511.056","2016-10-01","OFF-ST-10001370","Aurora","-95.823","Colorado","80013","5663","West","Standard Class","CA-2016-108875","Home Office","Storage","2016-09-24","9","","United States","Craig Leslie","Sensible Storage WireTech Storage Systems","CL-12700"
"Office Supplies","18.656","2016-07-21","OFF-AR-10000914","Newark","1.3992","Ohio","43055","5664","East","Same Day","CA-2016-141957","Corporate","Art","2016-07-21","2","","United States","Jason Gross","Boston 16765 Mini Stand Up Battery Pencil Sharpener","JG-15310"
"Office Supplies","11.088","2016-07-21","OFF-BI-10001116","Newark","-8.1312","Ohio","43055","5665","East","Same Day","CA-2016-141957","Corporate","Binders","2016-07-21","7","","United States","Jason Gross","Wilson Jones 1"" Hanging DublLock Ring Binders","JG-15310"
"Office Supplies","66.688","2016-07-21","OFF-ST-10002276","Newark","4.168","Ohio","43055","5666","East","Same Day","CA-2016-141957","Corporate","Storage","2016-07-21","1","","United States","Jason Gross","Safco Steel Mobile File Cart","JG-15310"
"Office Supplies","99.488","2016-07-21","OFF-ST-10004340","Newark","8.7052","Ohio","43055","5667","East","Same Day","CA-2016-141957","Corporate","Storage","2016-07-21","2","","United States","Jason Gross","Fellowes Mobile File Cart, Black","JG-15310"
"Office Supplies","14.62","2016-06-15","OFF-LA-10004093","Seattle","6.8714","Washington","98103","5668","West","Standard Class","CA-2016-142405","Consumer","Labels","2016-06-11","2","0","United States","Sanjit Engle","Avery 486","SE-20110"
"Office Supplies","53.984","2016-06-15","OFF-BI-10004728","Seattle","17.5448","Washington","98103","5669","West","Standard Class","CA-2016-142405","Consumer","Binders","2016-06-11","14","","United States","Sanjit Engle","Wilson Jones Turn Tabs Binder Tool for Ring Binders","SE-20110"
"Technology","389.97","2016-06-15","TEC-AC-10003095","Seattle","132.5898","Washington","98103","5670","West","Standard Class","CA-2016-142405","Consumer","Accessories","2016-06-11","3","0","United States","Sanjit Engle","Logitech G35 7.1-Channel Surround Sound Headset","SE-20110"
"Furniture","355.36","2015-06-11","FUR-FU-10003192","Pocatello","92.3936","Idaho","83201","5671","West","Second Class","CA-2015-141012","Consumer","Furnishings","2015-06-09","4","0","United States","Trudy Glocke","Luxo Adjustable Task Clamp Lamp","TG-21640"
"Technology","140.376","2015-06-11","TEC-PH-10004522","Pocatello","8.7735","Idaho","83201","5672","West","Second Class","CA-2015-141012","Consumer","Phones","2015-06-09","3","","United States","Trudy Glocke","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","TG-21640"
"Office Supplies","15.84","2017-11-03","OFF-EN-10003068","Dallas","5.544","Texas","75081","5673","Central","Standard Class","CA-2017-127922","Corporate","Envelopes","2017-10-27","2","","United States","Sally Hughsby","#6 3/4 Gummed Flap White Envelopes","SH-19975"
"Office Supplies","8.448","2017-11-03","OFF-PA-10001204","Dallas","2.64","Texas","75081","5674","Central","Standard Class","CA-2017-127922","Corporate","Paper","2017-10-27","2","","United States","Sally Hughsby","Xerox 1972","SH-19975"
"Office Supplies","12.96","2016-01-27","OFF-PA-10003953","Seattle","6.2208","Washington","98105","5675","West","Standard Class","CA-2016-146318","Consumer","Paper","2016-01-22","2","0","United States","Marc Crier","Xerox 218","MC-17275"
"Technology","57.408","2014-06-02","TEC-PH-10001552","Seattle","5.7408","Washington","98115","5676","West","Standard Class","CA-2014-135993","Corporate","Phones","2014-05-28","6","","United States","Patrick Jones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","PJ-18835"
"Technology","27.6","2014-06-02","TEC-AC-10004877","Seattle","2.208","Washington","98115","5677","West","Standard Class","CA-2014-135993","Corporate","Accessories","2014-05-28","4","0","United States","Patrick Jones","Imation 30456 USB Flash Drive 8GB","PJ-18835"
"Furniture","38.976","2015-01-05","FUR-FU-10000193","Chicago","-50.6688","Illinois","60610","5678","Central","Standard Class","CA-2014-126802","Consumer","Furnishings","2014-12-29","3","","United States","Zuschuss Carroll","Tenex Chairmats For Use with Hard Floors","ZC-21910"
"Office Supplies","20.44","2016-08-03","OFF-FA-10000735","Holland","9.198","Michigan","49423","5679","Central","Standard Class","CA-2016-143924","Home Office","Fasteners","2016-07-28","7","0","United States","Steve Carroll","Staples","SC-20680"
"Office Supplies","109.92","2016-08-03","OFF-PA-10002120","Holland","53.8608","Michigan","49423","5680","Central","Standard Class","CA-2016-143924","Home Office","Paper","2016-07-28","2","0","United States","Steve Carroll","Xerox 1889","SC-20680"
"Office Supplies","6.38","2016-09-30","OFF-BI-10001249","Broken Arrow","2.9348","Oklahoma","74012","5681","Central","Standard Class","CA-2016-141551","Consumer","Binders","2016-09-24","1","0","United States","Benjamin Patterson","Avery Heavy-Duty EZD View Binder with Locking Rings","BP-11230"
"Office Supplies","6.48","2016-09-30","OFF-PA-10001569","Broken Arrow","3.1104","Oklahoma","74012","5682","Central","Standard Class","CA-2016-141551","Consumer","Paper","2016-09-24","1","0","United States","Benjamin Patterson","Xerox 232","BP-11230"
"Office Supplies","15.84","2014-04-08","OFF-PA-10004248","Athens","7.128","Georgia","30605","5683","South","Standard Class","CA-2014-164315","Consumer","Paper","2014-04-02","3","0","United States","Rob Dowd","Xerox 1990","RD-19585"
"Technology","1049.93","2014-04-08","TEC-PH-10001128","Athens","293.9804","Georgia","30605","5684","South","Standard Class","CA-2014-164315","Consumer","Phones","2014-04-02","7","0","United States","Rob Dowd","Motorola Droid Maxx","RD-19585"
"Office Supplies","154.9","2014-04-08","OFF-AP-10003842","Athens","40.274","Georgia","30605","5685","South","Standard Class","CA-2014-164315","Consumer","Appliances","2014-04-02","5","0","United States","Rob Dowd","Euro-Pro Shark Turbo Vacuum","RD-19585"
"Office Supplies","98.352","2015-11-05","OFF-BI-10002794","Seattle","35.6526","Washington","98105","5686","West","Same Day","CA-2015-131072","Consumer","Binders","2015-11-05","3","","United States","Ken Lonsdale","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","KL-16645"
"Office Supplies","14.32","2014-07-28","OFF-FA-10000621","Apopka","5.191","Florida","32712","5687","South","Same Day","CA-2014-131541","Consumer","Fasteners","2014-07-28","5","","United States","Chloris Kastensmidt","OIC Colored Binder Clips, Assorted Sizes","CK-12205"
